Timestamp,y1,y2,y3,V12,V23,label
05-Jun-2024 15:49:40,53.3516159944778,53.5728596653612,53.6171363590095,1,1,0
05-Jun-2024 15:49:40,53.5228327278099,53.705846164557,53.9715911542099,1,1,0
05-Jun-2024 15:49:40,53.963720709819,54.0010092018506,53.8493058881785,1,1,0
05-Jun-2024 15:49:40,53.5690444503519,53.4753661908435,53.663529589231,1,1,0
05-Jun-2024 15:49:40,53.9836259709224,53.5935492674826,53.4455332982868,1,1,0
05-Jun-2024 15:49:40,53.9457364544012,53.9453125424453,53.7122841773406,1,1,0
05-Jun-2024 15:49:40,53.7624535134907,53.6452481646055,53.9304735764358,1,1,0
05-Jun-2024 15:49:40,53.7392969493713,53.8906242141348,53.4445649386269,1,1,0
05-Jun-2024 15:49:40,53.6625473300922,53.8026379613412,53.8742071874629,1,1,0
05-Jun-2024 15:49:41,53.7045885593357,53.7100497017665,53.8775556942897,1,1,0
05-Jun-2024 15:49:41,53.4290810405494,53.5195090142319,53.7898462631848,1,1,0
05-Jun-2024 15:49:41,53.8345481567781,53.9399549915191,53.8950784162743,1,1,0
05-Jun-2024 15:49:41,53.3487090918031,53.8989673395881,53.2509535807773,1,1,0
05-Jun-2024 15:49:41,53.433713158213,53.7976750653544,53.6612334938379,1,1,0
05-Jun-2024 15:49:41,53.4861091570387,53.7589283884116,53.4277616901161,1,1,0
05-Jun-2024 15:49:41,53.4023677421347,53.9183350016437,53.5876088300281,1,1,0
05-Jun-2024 15:49:41,53.670268128338,54.0795041106057,53.6198685753688,1,1,0
05-Jun-2024 15:49:41,53.6710790589733,54.028091731463,53.3223724039502,1,1,0
05-Jun-2024 15:49:41,53.6343996459702,53.7344535684212,53.6735200057847,1,1,0
05-Jun-2024 15:49:42,53.9555776838225,53.8231600300315,53.6617476627122,1,1,0
05-Jun-2024 15:49:42,53.5173921772913,54.0506469627166,53.2662428002122,1,1,0
05-Jun-2024 15:49:42,53.380864690795,53.572120302152,53.3674411080836,1,1,0
05-Jun-2024 15:49:42,53.4210105193495,53.5427533916781,53.7542232051273,1,1,0
05-Jun-2024 15:49:42,53.4566054678554,53.7858743777739,53.2195656532602,1,1,0
05-Jun-2024 15:49:42,53.7557867290792,53.56473431358,53.5315602135559,1,1,0
05-Jun-2024 15:49:42,53.731336271262,53.7291377324883,53.434511565175,1,1,0
05-Jun-2024 15:49:42,53.9851213136226,53.5497802963712,53.3984617297047,1,1,0
05-Jun-2024 15:49:42,54.0321882312364,53.7661295467705,53.4801771033375,1,1,0
05-Jun-2024 15:49:42,53.9066200132263,53.6383100592608,53.4227859024602,1,1,0
05-Jun-2024 15:49:43,53.48231931587,53.7360895898072,53.2877746381665,1,1,0
05-Jun-2024 15:49:43,53.3933006760429,53.9140373684961,53.498630396159,1,1,0
05-Jun-2024 15:49:43,53.4747023589841,53.9786495563239,53.8442084465552,1,1,0
05-Jun-2024 15:49:43,53.7399550342265,54.0736699469896,53.3193153466149,1,1,0
05-Jun-2024 15:49:43,53.9455757846431,54.0321046431647,53.5154926912262,1,1,0
05-Jun-2024 15:49:43,53.7484347942756,53.7670897674851,53.4047093537448,1,1,0
05-Jun-2024 15:49:43,53.4612464332818,54.0998226214046,53.2226684709247,1,1,0
05-Jun-2024 15:49:43,53.7677065424548,53.7626131128578,53.4186064920995,1,1,0
05-Jun-2024 15:49:43,53.9426595219154,53.4732287749591,53.6652296441142,1,1,0
05-Jun-2024 15:49:43,53.967847825413,53.8127761922185,53.7632441644766,1,1,0
05-Jun-2024 15:49:44,53.9760772442778,53.9480544497426,53.2324984989809,1,1,0
05-Jun-2024 15:49:44,53.4409207663759,53.7551128872499,53.5211774949546,1,1,0
05-Jun-2024 15:49:44,53.7921794516227,53.8087737864269,53.7123864799563,1,1,0
05-Jun-2024 15:49:44,53.9087788932732,53.8260606758378,53.5227901708478,1,1,0
05-Jun-2024 15:49:44,53.7341324173052,53.8489154413019,53.3072518192375,1,1,0
05-Jun-2024 15:49:44,53.5625361424243,53.9678526469681,53.7024835201084,1,1,0
05-Jun-2024 15:49:44,53.4870890648199,53.9617223067473,53.6831436027752,1,1,0
05-Jun-2024 15:49:44,53.8768471752799,53.6787767877813,53.3948291060131,1,1,0
05-Jun-2024 15:49:44,53.5943545563235,53.7588984727774,53.6135853071371,1,1,0
05-Jun-2024 15:49:44,53.8142970283742,53.7212532939283,53.2413647632804,1,1,0
05-Jun-2024 15:49:45,53.6824427652684,53.6765238882826,53.6723586911471,1,1,0
05-Jun-2024 15:49:45,53.5914440018152,53.7302163819327,53.2039487546876,1,1,0
05-Jun-2024 15:49:45,53.5443331423904,53.691417002374,53.632288034448,1,1,0
05-Jun-2024 15:49:45,54.0157810274215,53.7466751274118,53.1855439863556,1,1,0
05-Jun-2024 15:49:45,53.4634420249362,53.6464271571311,53.3679694487145,1,1,0
05-Jun-2024 15:49:45,53.5530475559515,53.5868986567922,53.3209188986527,1,1,0
05-Jun-2024 15:49:45,53.8640111369185,53.5902166342788,53.4691311440855,1,1,0
05-Jun-2024 15:49:45,53.6958639836877,53.8545672118922,53.3123232530143,1,1,0
05-Jun-2024 15:49:45,53.3990595925486,53.8059407196662,53.553227784471,1,1,0
05-Jun-2024 15:49:45,53.7146189949543,53.9753593030889,53.5154666379705,1,1,0
05-Jun-2024 15:49:46,53.4528827217688,54.0058348325509,53.1789334234774,1,1,0
05-Jun-2024 15:49:46,53.8177265040341,54.1343154407463,53.4911750681753,1,1,0
05-Jun-2024 15:49:46,53.6011061421089,53.7549780392518,53.2042826195346,1,1,0
05-Jun-2024 15:49:46,53.7483223338265,53.8537198698744,53.4737277709856,1,1,0
05-Jun-2024 15:49:46,53.5797607120074,54.0450004959829,53.7591764566099,1,1,0
05-Jun-2024 15:49:46,53.7223683211994,53.9149816748742,53.3925311361408,1,1,0
05-Jun-2024 15:49:46,53.7862372460143,54.0697643769024,53.3501759614514,1,1,0
05-Jun-2024 15:49:46,53.9300430141501,53.8528732582697,53.7575921514077,1,1,0
05-Jun-2024 15:49:46,53.7107994489677,53.8397022667934,53.4045572494543,1,1,0
05-Jun-2024 15:49:46,53.4422125426896,53.9934581590483,53.3154484605066,1,1,0
05-Jun-2024 15:49:47,53.4882037510198,53.8045244919375,53.2808590365119,1,1,0
05-Jun-2024 15:49:47,53.9289283866368,53.8413007942534,53.5825832969397,1,1,0
05-Jun-2024 15:49:47,53.6839289512337,54.2786072396317,53.2404450670455,1,1,0
05-Jun-2024 15:49:47,53.9377135920706,53.7365132826588,53.5904101191704,1,1,0
05-Jun-2024 15:49:47,53.6184001088345,54.0020051581618,53.4424123111983,1,1,0
